,Time,Latitude,Longitude,Altitude,Orientation,Atmospheric Layer
30,30,12.971625885417186,77.59469659164134,1325.090302861906,-0.0650188136368669,Troposphere
31,31,12.971626727458746,77.59469636204102,1335.9266462906362,-0.1356140602340758,Troposphere
32,32,12.971627567464342,77.59469612510031,1346.7629897193665,-0.1549655525216724,Troposphere
33,33,12.971628405369984,77.59469588083728,1357.5993331480968,-1.3692625168446704,Troposphere
34,34,12.971629241111849,77.5946956292705,1368.4356765768268,-7.459278496622001,Troposphere
35,35,12.971630074626267,77.59469537041919,1379.2720200055571,-1.453209056745644,Troposphere
36,36,12.971630905849752,77.59469510430301,1390.1083634342872,3.1771151915409988,Troposphere
37,37,12.971631734718985,77.59469483094226,1400.9447068630177,12.969773251429311,Troposphere
38,38,12.97163256117082,77.59469455035777,1411.7810502917478,4.465497172252973,Troposphere
39,39,12.97163338514231,77.5946942625709,1422.617393720478,-3.5480232449751945,Troposphere
40,40,12.971634206570684,77.59469396760358,1433.453737149208,5.048693314786564,Troposphere
41,41,12.971635025393372,77.59469366547827,1444.2900805779382,11.895760676498012,Troposphere
42,42,12.971635841548,77.59469335621799,1455.1264240066685,6.92911133887482,Troposphere
43,43,12.971636654972398,77.59469303984629,1465.9627674353987,4.920822724087691,Troposphere
44,44,12.9716374656046,77.59469271638729,1476.799110864129,0.7623120807059875,Troposphere
45,45,12.971638273382862,77.59469238586561,1487.635454292859,6.767666732712588,Troposphere
46,46,12.971639078245644,77.59469204830643,1498.4717977215894,2.097139698799229,Troposphere
47,47,12.971639880131642,77.59469170373548,1509.3081411503194,4.330275587804041,Troposphere
48,48,12.97164067897977,77.59469135217898,1520.1444845790495,-0.6565792975884659,Troposphere
49,49,12.971641474729172,77.59469099366373,1530.98082800778,-8.040168929647889,Troposphere
50,50,12.97164226731924,77.59469062821704,1541.81717143651,-7.871782908173735,Troposphere
51,51,12.971643056689592,77.59469025586674,1552.6535148652404,-3.1307201287025084,Troposphere
52,52,12.971643842780098,77.5946898766412,1563.4898582939704,-9.578366070824572,Troposphere
53,53,12.97164462553088,77.5946894905693,1574.3262017227007,-9.09245119920638,Troposphere
54,54,12.971645404882311,77.59468909768046,1585.162545151431,-0.7216573225356439,Troposphere
55,55,12.971646180775023,77.59468869800459,1595.9988885801613,-0.8121937720456406,Troposphere
56,56,12.971646953149914,77.59468829157215,1606.8352320088914,8.788234827542995,Troposphere
57,57,12.971647721948148,77.5946878784141,1617.6715754376214,5.885271462482518,Troposphere
58,58,12.97164848711116,77.5946874585619,1628.5079188663517,-4.478275379089219,Troposphere
59,59,12.971649248580665,77.59468703204756,1639.344262295082,-0.4314167527468794,Troposphere
60,60,12.971650006298658,77.59468659890354,1650.1806057238125,-0.5356764833786299,Troposphere
61,61,12.97165076020742,77.59468615916285,1661.0169491525423,0.6771107761334999,Troposphere
62,62,12.97165151024952,77.59468571285898,1671.8532925812726,1.9147894358380104,Troposphere
63,63,12.971652256367827,77.59468526002593,1682.6896360100027,1.8534438007957423,Troposphere
64,64,12.971652998505505,77.59468480069819,1693.525979438733,-4.596414941941836,Troposphere
65,65,12.971653736606015,77.59468433491077,1704.3623228674633,3.2533080484200845,Troposphere
66,66,12.971654470613142,77.59468386269913,1715.198666296193,-5.621853501388646,Troposphere
67,67,12.971655200470968,77.59468338409923,1726.0350097249236,3.025952349183756,Troposphere
68,68,12.971655926123896,77.59468289914756,1736.8713531536537,3.1532828781994264,Troposphere
69,69,12.97165664751665,77.59468240788104,1747.707696582384,-0.7350161921091208,Troposphere
70,70,12.971657364594275,77.5946819103371,1758.5440400111142,7.926604892516217,Troposphere
71,71,12.971658077302154,77.59468140655363,1769.3803834398443,-11.02035111011224,Troposphere
72,72,12.971658785585992,77.59468089656902,1780.2167268685746,-10.083220014467551,Troposphere
73,73,12.971659489391836,77.59468038042212,1791.0530702973049,1.8602854163808835,Troposphere
74,74,12.971660188666071,77.59467985815222,1801.889413726035,-4.323805193946724,Troposphere
75,75,12.971660883355437,77.59467932979913,1812.7257571547648,-8.523467568782996,Troposphere
76,76,12.97166157340701,77.5946787954031,1823.5621005834955,-0.813778380898506,Troposphere
77,77,12.971662258768228,77.59467825500482,1834.3984440122256,-4.3000844162944425,Troposphere
78,78,12.97166293938688,77.59467770864546,1845.234787440956,4.467657555600175,Troposphere
79,79,12.971663615211122,77.59467715636664,1856.071130869686,-7.019689160465345,Troposphere
80,80,12.971664286189474,77.59467659821044,1866.907474298416,4.536860658398718,Troposphere
81,81,12.971664952270826,77.59467603421936,1877.7438177271465,2.2323566833143387,Troposphere
82,82,12.971665613404436,77.59467546443638,1888.5801611558768,0.0497551787236434,Troposphere
83,83,12.97166626953994,77.59467488890489,1899.4165045846069,-7.779729547442978,Troposphere
84,84,12.971666920627364,77.59467430766874,1910.252848013337,-1.6075068787593827,Troposphere
85,85,12.971667566617104,77.59467372077219,1921.0891914420672,3.394910185900357,Troposphere
86,86,12.971668207459956,77.59467312825997,1931.9255348707973,-2.946211580894795,Troposphere
87,87,12.971668843107103,77.59467253017719,1942.761878299528,9.750601707149888,Troposphere
88,88,12.971669473510124,77.59467192656943,1953.5982217282576,-5.251388115751901,Troposphere
89,89,12.971670098621,77.59467131748266,1964.434565156988,-0.8875290207092745,Troposphere
90,90,12.971670718392108,77.59467070296328,1975.2709085857184,-4.325809752315983,Troposphere
91,91,12.971671332776245,77.5946700830581,1986.1072520144485,-1.2981709280556366,Troposphere
92,92,12.9716719417266,77.59466945781435,1996.9435954431788,-2.7300074338105507,Troposphere
93,93,12.971672545196794,77.59466882727963,2007.7799388719088,-1.3601474142870165,Troposphere
94,94,12.971673143140857,77.59466819150201,2018.616282300639,1.6284796323491044,Troposphere
95,95,12.97167373551324,77.59466755052988,2029.4526257293687,-4.65932316890046,Troposphere
96,96,12.971674322268814,77.5946669044121,2040.2889691580997,7.114759953148311,Troposphere
97,97,12.97167490336289,77.59466625319787,2051.1253125868298,-1.4349605246314772,Troposphere
98,98,12.9716754787512,77.59466559693679,2061.96165601556,-3.242228668229841,Troposphere
99,99,12.971676048389911,77.59466493567888,2072.7979994442903,8.705007726534955,Troposphere
100,100,12.971676612235637,77.59466426947449,2083.63434287302,-1.043048330829122,Troposphere
101,101,12.971677170245425,77.59466359837437,2094.4706863017504,0.1144231648278246,Troposphere
102,102,12.971677722376764,77.59466292242963,2105.3070297304807,1.492152456260074,Troposphere
103,103,12.9716782685876,77.59466224169178,2116.1433731592106,-3.857086493951386,Troposphere
104,104,12.97167880883632,77.59466155621267,2126.979716587941,0.2733809794081006,Troposphere
105,105,12.97167934308178,77.5946608660445,2137.816060016671,-0.1693148278468334,Troposphere
106,106,12.971679871283277,77.59466017123988,2148.652403445401,-5.080499748779626,Troposphere
107,107,12.971680393400575,77.5946594718517,2159.488746874132,-0.7929633415285392,Troposphere
108,108,12.971680909393903,77.59465876793324,2170.325090302862,1.818759413811835,Troposphere
109,109,12.97168141922396,77.59465805953815,2181.1614337315923,-3.2132620272414414,Troposphere
110,110,12.9716819228519,77.59465734672037,2191.9977771603226,1.842000832593216,Troposphere
111,111,12.971682420239366,77.59465662953419,2202.8341205890524,-1.097574737972281,Troposphere
112,112,12.971682911348468,77.59465590803427,2213.6704640177827,10.687798168390785,Troposphere
113,113,12.971683396141795,77.59465518227553,2224.506807446513,1.8371106437733848,Troposphere
114,114,12.97168387458242,77.5946544523133,2235.343150875243,-0.9460859787779924,Troposphere
115,115,12.971684346633896,77.59465371820316,2246.179494303973,2.5660414739707904,Troposphere
116,116,12.971684812260264,77.59465298000103,2257.0158377327034,-2.1985517898150917,Troposphere
117,117,12.971685271426056,77.59465223776314,2267.8521811614337,-1.4505276115315646,Troposphere
118,118,12.971685724096291,77.59465149154605,2278.688524590164,4.141548012574009,Troposphere
119,119,12.971686170236495,77.59465074140658,2289.5248680188943,9.283873919895909,Troposphere
120,120,12.97168660981268,77.5946499874019,2300.361211447625,2.5885212262109736,Troposphere
121,121,12.971687042791356,77.59464922958941,2311.197554876355,-2.8828164253255344,Troposphere
122,122,12.971687469139544,77.59464846802686,2322.0338983050847,-0.8011434270929958,Troposphere
123,123,12.971687888824771,77.59464770277225,2332.870241733815,-3.868145887729922,Troposphere
124,124,12.971688301815062,77.5946469338839,2343.7065851625453,3.639239653176416,Troposphere
125,125,12.97168870807896,77.59464616142033,2354.542928591275,5.900940679526903,Troposphere
126,126,12.97168910758552,77.59464538544043,2365.3792720200054,6.905595172608077,Troposphere
127,127,12.971689500304302,77.59464460600329,2376.215615448736,-2.2890905322952237,Troposphere
128,128,12.9716898862054,77.59464382316828,2387.051958877466,-3.274688957814804,Troposphere
129,129,12.971690265259411,77.59464303699505,2397.888302306196,2.546572169828882,Troposphere
130,130,12.971690637437463,77.59464224754348,2408.7246457349265,-7.5759087898860304,Troposphere
131,131,12.971691002711207,77.5946414548737,2419.560989163657,-3.52688769329784,Troposphere
132,132,12.971691361052818,77.59464065904608,2430.397332592386,4.971682068183274,Troposphere
133,133,12.971691712434996,77.59463986012126,2441.233676021117,0.4473283920186496,Troposphere
134,134,12.971692056830978,77.5946390581601,2452.070019449847,0.0457574436322768,Troposphere
135,135,12.971692394214529,77.59463825322368,2462.906362878577,5.014735563646763,Troposphere
136,136,12.971692724559944,77.59463744537332,2473.742706307308,-2.6679024151080863,Troposphere
137,137,12.971693047842066,77.59463663467056,2484.5790497360376,-8.686325013938337,Troposphere
138,138,12.971693364036264,77.59463582117715,2495.415393164768,-1.1840186175527831,Troposphere
139,139,12.971693673118455,77.59463500495507,2506.251736593498,-3.9189204930435055,Troposphere
140,140,12.971693975065094,77.59463418606647,2517.0880800222285,-5.214227329397668,Troposphere
141,141,12.97169426985318,77.59463336457375,2527.924423450959,-1.5189161724470812,Troposphere
142,142,12.971694557460252,77.5946325405395,2538.760766879689,3.601867629394428,Troposphere
143,143,12.971694837864412,77.59463171402645,2549.597110308419,1.831698004797937,Troposphere
144,144,12.971695111044294,77.59463088509759,2560.433453737149,-1.4272963297583647,Troposphere
145,145,12.971695376979088,77.59463005381606,2571.2697971658795,-5.428443983577578,Troposphere
146,146,12.97169563564854,77.59462922024518,2582.1061405946093,-5.687051975188544,Troposphere
147,147,12.971695887032942,77.59462838444846,2592.94248402334,-4.30874434166944,Troposphere
148,148,12.971696131113148,77.59462754648953,2603.77882745207,-5.255974886432947,Troposphere
149,149,12.97169636787056,77.59462670643225,2614.6151708808,6.968825979945112,Troposphere
150,150,12.97169659728715,77.59462586434061,2625.4515143095305,-0.4091831428700297,Troposphere
151,151,12.971696819345436,77.59462502027876,2636.2878577382608,-0.1480608806753885,Troposphere
152,152,12.971697034028509,77.59462417431098,2647.124201166991,-6.790924354031648,Troposphere
153,153,12.971697241320008,77.59462332650173,2657.9605445957213,4.034263475559318,Troposphere
154,154,12.97169744120415,77.59462247691557,2668.796888024451,-2.0559482054072693,Troposphere
155,155,12.971697633665704,77.59462162561725,2679.633231453181,-4.242117259142346,Troposphere
156,156,12.971697818690007,77.59462077267159,2690.469574881912,-3.046731244322772,Troposphere
157,157,12.971697996262977,77.59461991814356,2701.3059183106416,-1.3361566406120553,Troposphere
158,158,12.971698166371072,77.59461906209827,2712.142261739372,-5.438952088601344,Troposphere
159,159,12.971698329001342,77.59461820460093,2722.978605168102,-1.0209460853094796,Troposphere
160,160,12.971698484141395,77.59461734571686,2733.8149485968324,1.0084093012375834,Troposphere
161,161,12.971698631779422,77.59461648551147,2744.6512920255627,-3.592577269177079,Troposphere
162,162,12.971698771904164,77.59461562405029,2755.487635454293,0.8296994350860015,Troposphere
163,163,12.971698904504958,77.59461476139896,2766.3239788830238,2.2598040935321686,Troposphere
164,164,12.971699029571695,77.59461389762318,2777.160322311753,2.7739517498958834,Troposphere
165,165,12.971699147094856,77.59461303278873,2787.9966657404834,-1.9736405832016863,Troposphere
166,166,12.97169925706548,77.59461216696153,2798.8330091692137,-0.4511111146529112,Troposphere
167,167,12.971699359475194,77.59461130020749,2809.6693525979435,1.1722574902870255,Troposphere
168,168,12.971699454316198,77.59461043259267,2820.505696026674,5.299483011670706,Troposphere
169,169,12.971699541581266,77.59460956418314,2831.342039455404,-0.0055278460548136,Troposphere
170,170,12.97169962126375,77.59460869504507,2842.1783828841344,-4.800118731178518,Troposphere
171,171,12.971699693357584,77.59460782524464,2853.0147263128647,2.092630508668449,Troposphere
172,172,12.971699757857271,77.59460695484813,2863.851069741595,-2.230131099778673,Troposphere
173,173,12.971699814757905,77.59460608392183,2874.6874131703253,5.177253296790635,Troposphere
174,174,12.97169986405514,77.59460521253209,2885.523756599056,-1.0726721578172205,Troposphere
175,175,12.971699905745233,77.59460434074528,2896.3601000277854,3.160566088299242,Troposphere
176,176,12.971699939825,77.59460346862782,2907.196443456516,1.7411608977951811,Troposphere
177,177,12.97169996629185,77.59460259624613,2918.032786885246,0.3089636000821493,Troposphere
178,178,12.971699985143765,77.59460172366668,2928.869130313976,7.998003678787477,Troposphere
179,179,12.971699996379304,77.59460085095593,2939.705473742706,-4.967995448797464,Troposphere
180,180,12.97169999999762,77.59459997818036,2950.5418171714364,11.720538747271371,Troposphere
181,181,12.971699995998431,77.59459910540645,2961.3781606001667,3.939046771294519,Troposphere
182,182,12.971699984382049,77.59459823270068,2972.214504028897,8.374953788462232,Troposphere
183,183,12.971699965149346,77.59459736012953,2983.0508474576272,5.232972722541077,Troposphere
184,184,12.9716999383018,77.59459648775947,2993.887190886357,-1.6393001266667195,Troposphere
185,185,12.971699903841449,77.59459561565697,3004.723534315088,-3.2984997497111457,Troposphere
186,186,12.97169986177092,77.59459474388844,3015.5598777438177,1.1283290172261329,Troposphere
187,187,12.97169981209342,77.59459387252029,3026.396221172548,-2.892213550852029,Troposphere
188,188,12.971699754812729,77.59459300161892,3037.232564601278,-2.889086331024075,Troposphere
189,189,12.97169968993321,77.59459213125064,3048.0689080300085,-10.945657414191746,Troposphere
190,190,12.971699617459809,77.59459126148175,3058.9052514587383,-5.011206938572366,Troposphere
191,191,12.971699537398043,77.59459039237852,3069.7415948874686,-4.44868592897045,Troposphere
192,192,12.971699449754018,77.59458952400716,3080.577938316199,3.954228865756457,Troposphere
193,193,12.971699354534405,77.59458865643381,3091.414281744929,3.291845526898216,Troposphere
194,194,12.971699251746452,77.59458778972456,3102.2506251736595,-1.448034072434805,Troposphere
195,195,12.971699141397997,77.59458692394541,3113.0869686023893,-1.2305023243833515,Troposphere
196,196,12.97169902349744,77.59458605916235,3123.92331203112,-4.075269004574565,Troposphere
197,197,12.97169889805377,77.59458519544123,3134.75965545985,1.1050376156934716,Troposphere
198,198,12.971698765076535,77.59458433284783,3145.59599888858,3.753729265734229,Troposphere
199,199,12.971698624575868,77.59458347144789,3156.4323423173105,-5.993334447679503,Troposphere
200,200,12.971698476562471,77.59458261130702,3167.2686857460403,-1.1146398099330568,Troposphere
201,201,12.97169832104762,77.59458175249073,3178.1050291747706,-1.1303726764685136,Troposphere
202,202,12.97169815804316,77.59458089506442,3188.941372603501,2.1380077860096183,Troposphere
203,203,12.971697987561509,77.59458003909346,3199.777716032231,-1.443450324589566,Troposphere
204,204,12.971697809615648,77.59457918464301,3210.614059460961,-4.265674357787943,Troposphere
205,205,12.97169762421914,77.59457833177817,3221.450402889692,2.4901048529201733,Troposphere
206,206,12.971697431386104,77.59457748056391,3232.2867463184216,1.9135398110343729,Troposphere
207,207,12.97169723113123,77.59457663106507,3243.123089747152,-2.7173036891402336,Troposphere
208,208,12.97169702346977,77.59457578334636,3253.959433175882,-2.3625942949100422,Troposphere
209,209,12.971696808417546,77.59457493747234,3264.7957766046125,-7.208074881313607,Troposphere
210,210,12.971696585990935,77.59457409350748,3275.6321200333427,0.1989597220021782,Troposphere
211,211,12.971696356206886,77.59457325151604,3286.4684634620726,-1.7145544246479876,Troposphere
212,212,12.9716961190829,77.59457241156215,3297.304806890803,-12.709027386160612,Troposphere
213,213,12.97169587463704,77.59457157370983,3308.141150319533,3.2472681210681547,Troposphere
214,214,12.971695622887925,77.59457073802288,3318.9774937482634,3.311065591716062,Troposphere
215,215,12.971695363854735,77.59456990456496,3329.8138371769937,-1.0626939712009151,Troposphere
216,216,12.9716950975572,77.59456907339955,3340.650180605724,-1.545803160131284,Troposphere
217,217,12.971694824015604,77.59456824459,3351.486524034454,-12.241791064766144,Troposphere
218,218,12.97169454325079,77.5945674181994,3362.322867463184,-1.3016813536389416,Troposphere
219,219,12.971694255284138,77.59456659429073,3373.1592108919144,-7.725042838992232,Troposphere
220,220,12.97169396013759,77.59456577292673,3383.9955543206447,7.272925778793809,Troposphere
221,221,12.971693657833622,77.59456495416998,3394.831897749375,3.230437899928371,Troposphere
222,222,12.971693348395268,77.59456413808286,3405.668241178105,3.800690287817205,Troposphere
223,223,12.971693031846096,77.59456332472752,3416.504584606835,0.9962480866671224,Troposphere
224,224,12.97169270821022,77.5945625141659,3427.3409280355654,-2.958970408039119,Troposphere
225,225,12.971692377512294,77.59456170645979,3438.177271464296,-0.9237664003763444,Troposphere
226,226,12.971692039777508,77.59456090167068,3449.013614893026,-0.9139548058689712,Troposphere
227,227,12.97169169503159,77.59456009985988,3459.849958321756,6.203649163502084,Troposphere
228,228,12.9716913433008,77.59455930108848,3470.686301750486,5.327584493487599,Troposphere
229,229,12.97169098461193,77.59455850541733,3481.5226451792164,-7.816620669003741,Troposphere
230,230,12.971690618992309,77.594557712907,3492.3589886079467,-2.0138382978648344,Troposphere
231,231,12.971690246469777,77.59455692361793,3503.195332036677,6.922880303488067,Troposphere
232,232,12.97168986707272,77.59455613761018,3514.031675465407,-2.5145582599337635,Troposphere
233,233,12.971689480830037,77.59455535494365,3524.868018894137,2.130164953331211,Troposphere
234,234,12.97168908777115,77.59455457567798,3535.7043623228674,2.341899211393113,Troposphere
235,235,12.971688687925996,77.59455379987249,3546.5407057515977,-0.8710778349463122,Troposphere
236,236,12.97168828132504,77.5945530275863,3557.377049180328,7.390504249828618,Troposphere
237,237,12.97168786799925,77.59455225887822,3568.2133926090582,1.9302997949316392,Troposphere
238,238,12.971687447980113,77.59455149380685,3579.049736037788,3.792671323086412,Troposphere
239,239,12.971687021299624,77.59455073243042,3589.8860794665184,-1.42898059713549,Troposphere
240,240,12.971686587990284,77.59454997480695,3600.7224228952487,-9.320452905047338,Troposphere
241,241,12.971686148085102,77.59454922099417,3611.558766323979,0.8221971757147704,Troposphere
242,242,12.971685701617584,77.59454847104946,3622.395109752709,1.1966833190537554,Troposphere
243,243,12.971685248621746,77.59454772502998,3633.231453181439,8.094113523937047,Troposphere
244,244,12.971684789132093,77.59454698299254,3644.06779661017,5.947862227175197,Troposphere
245,245,12.971684323183622,77.59454624499368,3654.9041400389,-0.0777749597926683,Troposphere
246,246,12.97168385081183,77.5945455110896,3665.74048346763,1.6267106356665422,Troposphere
247,247,12.971683372052702,77.59454478133623,3676.57682689636,-6.437146843427507,Troposphere
248,248,12.971682886942704,77.59454405578913,3687.4131703250905,-10.750310883683156,Troposphere
249,249,12.97168239551879,77.5945433345036,3698.24951375382,-5.348216188643811,Troposphere
250,250,12.971681897818398,77.59454261753454,3709.085857182551,-3.8242477577421625,Troposphere
251,251,12.971681393879434,77.5945419049366,3719.922200611281,-4.601263590201449,Troposphere
252,252,12.97168088374029,77.59454119676407,3730.758544040011,3.6021138164032203,Troposphere
253,253,12.971680367439824,77.59454049307085,3741.5948874687415,3.4568188192507643,Troposphere
254,254,12.971679845017368,77.5945397939106,3752.4312308974713,-3.568545299446033,Troposphere
255,255,12.971679316512716,77.59453909933653,3763.2675743262016,-8.542047704133367,Troposphere
256,256,12.971678781966125,77.59453840940158,3774.103917754932,2.9455938258145182,Troposphere
257,257,12.971678241418312,77.59453772415829,3784.940261183662,2.7789606051158704,Troposphere
258,258,12.97167769491046,77.59453704365887,3795.776604612393,3.3197392580087426,Troposphere
259,259,12.971677142484197,77.59453636795514,3806.6129480411214,8.589177452341515,Troposphere
260,260,12.9716765841816,77.59453569709859,3817.4492914698526,4.003606033684612,Troposphere
261,261,12.9716760200452,77.59453503114032,3828.285634898583,0.0864281415523871,Troposphere
262,262,12.971675450117974,77.59453437013106,3839.121978327313,3.4340569415340427,Troposphere
263,263,12.971674874443332,77.59453371412114,3849.958321756044,3.056159227111566,Troposphere
264,264,12.971674293065126,77.59453306316055,3860.794665184773,4.089356586711482,Troposphere
265,265,12.971673706027644,77.5945324172989,3871.631008613504,4.573894144674837,Troposphere
266,266,12.971673113375603,77.59453177658534,3882.467352042234,6.64593046622743,Troposphere
267,267,12.97167251515415,77.59453114106871,3893.303695470964,-5.859113686083703,Troposphere
268,268,12.971671911408851,77.59453051079741,3904.1400388996944,-2.122250629590844,Troposphere
269,269,12.9716713021857,77.59452988581945,3914.9763823284247,-2.94005081333503,Troposphere
270,270,12.971670687531102,77.59452926618243,3925.8127257571546,0.2506194856559046,Troposphere
271,271,12.97167006749188,77.59452865193359,3936.649069185885,-3.430394560514349,Troposphere
272,272,12.971669442115264,77.59452804311967,3947.485412614615,3.633116760765118,Troposphere
273,273,12.971668811448891,77.59452743978706,3958.3217560433454,-6.068244395878645,Troposphere
274,274,12.971668175540808,77.59452684198175,3969.158099472076,-6.3177566345519125,Troposphere
275,275,12.971667534439447,77.59452624974924,3979.9944429008056,-6.318640524497601,Troposphere
276,276,12.971666888193653,77.59452566313465,3990.830786329536,-1.543097401393456,Troposphere
277,277,12.971666236852643,77.59452508218268,4001.667129758266,0.7054987632850801,Troposphere
278,278,12.97166558046604,77.59452450693757,4012.503473186997,-1.7399729510527746,Troposphere
279,279,12.971664919083846,77.59452393744316,4023.339816615727,-3.523192571380206,Troposphere
280,280,12.97166425275644,77.59452337374282,4034.176160044457,5.225127856947184,Troposphere
281,281,12.971663581534573,77.59452281587947,4045.012503473187,0.6400280697545079,Troposphere
282,282,12.971662905469383,77.59452226389564,4055.848846901917,6.772162291231877,Troposphere
283,283,12.971662224612368,77.59452171783335,4066.685190330648,2.7024496619184086,Troposphere
284,284,12.971661539015392,77.59452117773421,4077.5215337593777,-5.890540804164623,Troposphere
285,285,12.97166084873068,77.59452064363936,4088.357877188108,12.833648629629026,Troposphere
286,286,12.971660153810811,77.59452011558948,4099.194220616838,-2.268541170822984,Troposphere
287,287,12.971659454308725,77.5945195936248,4110.030564045568,1.7495004474836993,Troposphere
288,288,12.971658750277705,77.59451907778507,4120.866907474298,-3.3013526633379,Troposphere
289,289,12.97165804177138,77.59451856810959,4131.703250903029,-1.0742389848110214,Troposphere
290,290,12.971657328843724,77.5945180646372,4142.539594331759,-0.9272953800665532,Troposphere
291,291,12.97165661154904,77.59451756740623,4153.375937760489,-8.11757649940222,Troposphere
292,292,12.971655889941973,77.59451707645457,4164.212281189219,1.335121851714434,Troposphere
293,293,12.971655164077482,77.59451659181961,4175.04862461795,-0.6515318962014207,Troposphere
294,294,12.971654434010867,77.59451611353828,4185.884968046679,1.0642931449707025,Troposphere
295,295,12.971653699797743,77.59451564164699,4196.72131147541,-2.625571831596821,Troposphere
296,296,12.971652961494032,77.5945151761817,4207.55765490414,-3.431232102235765,Troposphere
297,297,12.97165221915598,77.59451471717787,4218.39399833287,-3.3513263930745447,Troposphere
298,298,12.971651472840133,77.59451426467048,4229.2303417616,5.969092937087145,Troposphere
299,299,12.971650722603338,77.59451381869395,4240.066685190331,2.0542397493123383,Troposphere
300,300,12.97164996850275,77.5945133792823,4250.903028619061,-1.4590706768197808,Troposphere
301,301,12.971649210595809,77.594512946469,4261.739372047791,2.8882582530051337,Troposphere
302,302,12.971648448940249,77.59451252028698,4272.5757154765215,0.665712790898919,Troposphere
303,303,12.971647683594089,77.59451210076874,4283.412058905251,-2.983299504678498,Troposphere
304,304,12.971646914615627,77.59451168794624,4294.248402333982,-3.883405248809269,Troposphere
305,305,12.971646142063449,77.5945112818509,4305.084745762712,-2.8521760468512083,Troposphere
306,306,12.971645365996393,77.59451088251366,4315.921089191443,-0.4503133035940731,Troposphere
307,307,12.971644586473582,77.59451048996496,4326.757432620172,5.455807069621846,Troposphere
308,308,12.971643803554397,77.59451010423469,4337.593776048902,-1.545731316102303,Troposphere
309,309,12.971643017298472,77.59450972535221,4348.430119477633,-3.63917054998546,Troposphere
310,310,12.971642227765704,77.59450935334642,4359.266462906363,-1.920095138350564,Troposphere
311,311,12.971641435016236,77.59450898824565,4370.102806335093,-3.47661307251606,Troposphere
312,312,12.971640639110452,77.5945086300777,4380.939149763824,2.985585548001944,Troposphere
313,313,12.971639840108985,77.59450827886985,4391.775493192554,-0.4541395862855486,Troposphere
314,314,12.971639038072697,77.59450793464886,4402.611836621283,-2.425972550439202,Troposphere
315,315,12.97163823306268,77.59450759744095,4413.448180050014,3.8285281139866,Troposphere
316,316,12.97163742514026,77.59450726727181,4424.284523478744,-5.317115708126956,Troposphere
317,317,12.97163661436698,77.5945069441666,4435.120866907475,2.1358182125654004,Troposphere
318,318,12.971635800804597,77.5945066281499,4445.957210336204,1.127184125159532,Troposphere
319,319,12.971634984515086,77.59450631924582,4456.793553764935,5.079086263783948,Troposphere
320,320,12.971634165560632,77.59450601747787,4467.629897193665,-5.300233163716187,Troposphere
